airport_name,country,iata,status
Nudjaburra Airport,AU,N/A,Ghost Airport
Nullagine Airport,AU,NLL,Ghost Airport
Numbulwar Airport,AU,NUB,Ghost Airport
Nutwood Downs Airport,AU,UTD,Ghost Airport
Navarre Airport,AU,N/A,Ghost Airport
Normanville Airport,AU,N/A,Ghost Airport
North Well Airport,AU,N/A,Ghost Airport
Narwietooma Airport,AU,N/A,Ghost Airport
Nyang Airport,AU,N/A,Ghost Airport
Nymagee Airport,AU,N/A,Ghost Airport
Nyngan Airport,AU,NYN,Ghost Airport
Nypari Airport,AU,N/A,Ghost Airport
Old Andado Airport,AU,N/A,Ghost Airport
One Arm Point Airport,AU,N/A,Ghost Airport
The Oaks Airport,AU,N/A,Ghost Airport
Oaky Creek Airport,AU,N/A,Ghost Airport
Oberon Heliport,AU,N/A,Ghost Airport
Old Bar Heritage Airport,AU,N/A,Ghost Airport
Ooldea Airport,AU,N/A,Ghost Airport
Ourdel Airport,AU,N/A,Ghost Airport
Orange East Heliport,AU,N/A,Ghost Airport
Oenpelli Airport,AU,OPI,Ghost Airport
Opinaca Aerodrome,CA,YOI,Ghost Airport
Orielton Airport,AU,N/A,Ghost Airport
Oakvale Airport,AU,N/A,Ghost Airport
Oak Valley Airport,AU,N/A,Ghost Airport
Colac Airport,AU,XCO,Ghost Airport
Onslow Airport,AU,ONS,Ghost Airport
Oxley Station Airport,AU,N/A,Ghost Airport
Omicron Station Airport,AU,N/A,Ghost Airport
Omeo Airport,AU,N/A,Ghost Airport
Oodnadatta Airport,AU,ODD,Ghost Airport
Cook Airport,AU,N/A,Ghost Airport
Moomba Airport,AU,MOO,Ghost Airport
Mooloola Homestead Airport,AU,N/A,Ghost Airport
Moonerah Airport,AU,N/A,Ghost Airport
Orbost Airport,AU,RBS,Ghost Airport
Orchid Beach Airport,AU,OKB,Ghost Airport
Orange Airport,AU,OAG,Ghost Airport
Orleans Farm Airport,AU,N/A,Ghost Airport
Orroroo Airport,AU,N/A,Ghost Airport
Ooratippra Airport,AU,N/A,Ghost Airport
Ord River Airport,AU,ODR,Ghost Airport
Orient Well Airport,AU,N/A,Ghost Airport
Osborne Mine Airport,AU,OSO,Ghost Airport
Ootann Airport,AU,N/A,Ghost Airport
Youanmi Airport,AU,N/A,Ghost Airport
Ouyen Airport,AU,OYN,Ghost Airport
Pacific Haven Airport,AU,N/A,Ghost Airport
Papunya Airport,AU,N/A,Ghost Airport
Peterborough Airport,AU,N/A,Ghost Airport
Pooncarie Airport,AU,N/A,Ghost Airport
Patchewollock Airport,AU,N/A,Ghost Airport
Pickertaramoor Airstrip,AU,N/A,Ghost Airport
Pinnacles Homestead Airport,AU,N/A,Ghost Airport
Parndana Airport,AU,PDN,Ghost Airport
Pandie Pandie Airport,AU,PDE,Ghost Airport
Pardoo Airport,AU,PRD,Ghost Airport
Padthaway Station Airport,AU,N/A,Ghost Airport
RAAF Base Pearce,AU,N/A,Ghost Airport
RAAF Base Edinburgh,AU,N/A,Ghost Airport
Penfield Airfield,AU,N/A,Ghost Airport
Penny Aerodrome,AU,N/A,Ghost Airport
Cooma/Polo Flat Airport,AU,N/A,Ghost Airport
Pigeon Hole Airport,AU,N/A,Ghost Airport
Port Campbell Heliport,AU,N/A,Ghost Airport
Pine Hill Station Airport,AU,N/A,Ghost Airport
Port Hurd Airstrip,AU,N/A,Ghost Airport
Phillip Island Heliport,AU,N/A,Ghost Airport
Pinnacle Airport,AU,N/A,Ghost Airport
Port Pirie Airport,AU,PPI,Ghost Airport
Pia Airport,AU,N/A,Ghost Airport
Pingelly Airport,AU,N/A,Ghost Airport
Perenjori Airport,AU,N/A,Ghost Airport
Perth Jandakot Airport,AU,JAD,Ghost Airport
Peake Airport,AU,N/A,Ghost Airport
Peak Hill Airport,AU,N/A,Ghost Airport
Parakylia Airport,AU,N/A,Ghost Airport
Puckapunyal (Military) Airport,AU,N/A,Ghost Airport
Port Keats Airport,AU,PKT,Ghost Airport
Pilliga Airport,AU,N/A,Ghost Airport
Palmers Island/Yamba Airport,AU,N/A,Ghost Airport
Peak Hill Airport,AU,N/A,Ghost Airport
Plutonic Airport,AU,N/A,Ghost Airport
Plumbago Airport,AU,N/A,Ghost Airport
Bengtsson Field,US,N/A,Ghost Airport
UNC Rex Hospital Helipad,US,N/A,Ghost Airport
Tomcat Airport,US,N/A,Ghost Airport
Sjs Heliport,US,N/A,Ghost Airport
Perry Nuclear Power Plant Heliport,US,N/A,Ghost Airport
Compton Airport,US,N/A,Ghost Airport
Pennfield Farm Airport,US,N/A,Ghost Airport
Sports Complex Of Honesdale Heliport,US,N/A,Ghost Airport
4 Holes Field,US,N/A,Ghost Airport
Hoskins Field,US,N/A,Ghost Airport
Aero Crafter Inc Heliport,US,N/A,Ghost Airport
Shirley Williams Airport,US,N/A,Ghost Airport
Stone Field,US,N/A,Ghost Airport
Mc David Ranch Airport,US,N/A,Ghost Airport
White Oak Airport,US,N/A,Ghost Airport
Big Hill Airport,US,N/A,Ghost Airport
Skyline Hospital Ems Heliport,US,N/A,Ghost Airport
Stoiber Airport,US,N/A,Ghost Airport
Underwood Airport,US,N/A,Ghost Airport
HFS Airport,US,N/A,Ghost Airport
Davidson Strip Airport,US,N/A,Ghost Airport
Cherokee Airport,US,N/A,Ghost Airport
Hyundai Motor Manufacturing Alabama Heliport,US,N/A,Ghost Airport
Thunder Ridge Ranch,US,N/A,Ghost Airport
Hell'er High Water Airport,US,N/A,Ghost Airport
Hermitage Airport,US,N/A,Ghost Airport
Ag-Air Inc Heliport,US,N/A,Ghost Airport
Hendry Medical Heliport,US,N/A,Ghost Airport
Baptist Medical Center Beaches Heliport,US,N/A,Ghost Airport
Moss Meadows Airport,US,N/A,Ghost Airport
Great River Medical Center Heliport,US,N/A,Ghost Airport
Fox Creek Airport,US,N/A,Ghost Airport
Cummings Field,US,N/A,Ghost Airport
Lake Forest Hospital Heliport,US,N/A,Ghost Airport
Aerobatic Practice Airport,US,N/A,Ghost Airport
UChicago Medicine AdventHealth Bolingbrook Hospital Heliport,US,N/A,Ghost Airport
Medical Center Albany Heliport,US,N/A,Ghost Airport
Air Logistics (Venice) N Heliport,US,N/A,Ghost Airport
Miles Hospital Heliport,US,N/A,Ghost Airport
Kaml Airstrip,US,N/A,Ghost Airport
Waldmeister Farm Airport,US,N/A,Ghost Airport
Box Field,US,N/A,Ghost Airport
Pester Airport,US,N/A,Ghost Airport
Glover Airport,US,N/A,Ghost Airport
Hayes Heliport,US,N/A,Ghost Airport
NHRMC-Ed North Heliport,US,N/A,Ghost Airport
Turning Stone Resort & Casino Heliport,US,N/A,Ghost Airport
Rugg Ranches Airport,US,N/A,Ghost Airport
Boober Airport,US,N/A,Ghost Airport
Plane Country Airport,US,N/A,Ghost Airport
Belleview Landing Airport,US,N/A,Ghost Airport
Gederos Airport,US,N/A,Ghost Airport
Meadville Medical Center Heliport,US,N/A,Ghost Airport
Silver Lake F S Strip,US,N/A,Ghost Airport
Spl Heliport,US,N/A,Ghost Airport
Deussen Field,US,N/A,Ghost Airport
Darnell's Landings Airport,US,N/A,Ghost Airport
Bullhead Heliport,US,N/A,Ghost Airport
UTMB League City Heliport,US,N/A,Ghost Airport
Yakima Valley Memorial Hospital Heliport,US,N/A,Ghost Airport
Windsong Farm Airport,US,N/A,Ghost Airport
American Falconry Airport,US,N/A,Ghost Airport
Ghost Apache Airport,US,N/A,Ghost Airport
Bear Cove Farm Airport,US,N/A,Ghost Airport
Sly Pig's Base Seaplane Base,US,N/A,Ghost Airport
Piñon Airport,US,N/A,Ghost Airport
AT&T Center Heliport,US,N/A,Ghost Airport
Crystal Airport,US,N/A,Ghost Airport
Huerfano Agricultural Airport,US,N/A,Ghost Airport
Perdido Key Fire Station Helipad,US,N/A,Ghost Airport
Tater Farms Strip,US,N/A,Ghost Airport
Parrish Medical Center Heliport,US,N/A,Ghost Airport
St Joseph's Hospital Heliport,US,N/A,Ghost Airport
Todd Field,US,N/A,Ghost Airport
Porter Regional Hospital Heliport,US,N/A,Ghost Airport
Mc Donough County Hospital Heliport,US,N/A,Ghost Airport
Ames Field,US,N/A,Ghost Airport
Hidden Valley Airport,US,N/A,Ghost Airport
St Luke Hospital Heliport,US,N/A,Ghost Airport
Lefkowitz Heliport,US,N/A,Ghost Airport
Venissat Airstrip,US,N/A,Ghost Airport
Redington-Fairview General Hospital Heliport,US,N/A,Ghost Airport
Cloud Nine West Airport,US,N/A,Ghost Airport
Circle Bar Ranch Airport,US,N/A,Ghost Airport
Sky Park Airport,US,N/A,Ghost Airport
Brown Field,US,N/A,Ghost Airport
Jantzen Airport,US,N/A,Ghost Airport
Upper Valley Heliport,US,N/A,Ghost Airport
Savannah Agri-Air Airport,US,N/A,Ghost Airport
Wetzl Airport,US,N/A,Ghost Airport
Kellers Strip,US,N/A,Ghost Airport
Delamarter Heliport,US,N/A,Ghost Airport
St Margaret Memorial Hospital Heliport,US,N/A,Ghost Airport
D.R. Helicopters Heliport,US,N/A,Ghost Airport
Gould Strip,US,N/A,Ghost Airport
Pleasantville Pentacostal Church Heliport,US,N/A,Ghost Airport
Phillips Corporation Airport,US,N/A,Ghost Airport
Byrd Creek Airport,US,N/A,Ghost Airport
Don Williams Private Heliport,US,N/A,Ghost Airport
Holy Family Hospital Heliport,US,N/A,Ghost Airport
Highland Airport,US,N/A,Ghost Airport
Southflight Heliport,US,N/A,Ghost Airport
Mountains Community Hospital Heliport,US,N/A,Ghost Airport
Spears Heliport,US,N/A,Ghost Airport
Mile Hi Airport,US,N/A,Ghost Airport
Canal Heliport,US,N/A,Ghost Airport
Strayhorn Ranch Airport,US,N/A,Ghost Airport
Flying Exotics Airport,US,N/A,Ghost Airport
Mayes Airport,US,N/A,Ghost Airport
Everidge Airport,US,N/A,Ghost Airport
Flylander Farm Airport,US,N/A,Ghost Airport
Westrick Airport,US,N/A,Ghost Airport
Godbee RLA Restricted Landing Area,US,N/A,Ghost Airport
Mann Airport,US,N/A,Ghost Airport
Flying Z Ranch Airport,US,N/A,Ghost Airport
Maxwell Airport,US,N/A,Ghost Airport
B. M. H. Heliport,US,N/A,Ghost Airport
Christus Ochsner St Patrick Hospital Heliport,US,N/A,Ghost Airport
Devon Glen Heliport,US,N/A,Ghost Airport
Sebasticook Valley Hospital Heliport,US,N/A,Ghost Airport
Sons Private-Commercial Airport,US,N/A,Ghost Airport
Cliff Scott Airport,US,N/A,Ghost Airport
Windemere Airport,US,N/A,Ghost Airport
Bryan Lincoln General Hospital Heliport,US,N/A,Ghost Airport
Metropolitan Electric Heliport,US,N/A,Ghost Airport
Elk Creek Airport,US,N/A,Ghost Airport
Wadsworth-Rittman Hospital Heliport,US,N/A,Ghost Airport
Harman Airport,US,N/A,Ghost Airport
MC Ranch Airport,US,N/A,Ghost Airport
Homan Airport,US,N/A,Ghost Airport
Bristol Usar Center Heliport,US,N/A,Ghost Airport
Pleasure Field,US,N/A,Ghost Airport
Whites Airport,US,N/A,Ghost Airport
Hensarling Airport,US,N/A,Ghost Airport
Armstrong Ranch Airport,US,N/A,Ghost Airport
Division Five Heliport,US,N/A,Ghost Airport
Bath Community Hospital Heliport,US,N/A,Ghost Airport
Cub Field,US,N/A,Ghost Airport
Fitz Pad 1 Heliport,US,N/A,Ghost Airport
Oakbrook Airport,US,N/A,Ghost Airport
Luv Field,US,N/A,Ghost Airport
Bartos Farm Airport,US,N/A,Ghost Airport
Pelican Rapids Muni-Lyon's Field,US,N/A,Ghost Airport
Castle Mountain Airstrip,US,N/A,Ghost Airport
OWA Heliport,US,N/A,Ghost Airport
Whirlwind Aviation Airport,US,N/A,Ghost Airport
Rimrock Airport,US,N/A,Ghost Airport
Huntington Beach Service Center Heliport,US,N/A,Ghost Airport
PG&E Grass Valley Service Center Heliport,US,N/A,Ghost Airport
Shaull Farm Airstrip,US,N/A,Ghost Airport
Silver Lake Seaplane Base,US,N/A,Ghost Airport
Delray Medical Center Emergency Helistop,US,N/A,Ghost Airport
Mc Kinnon Airpark,US,N/A,Ghost Airport
Gavagan Field,US,N/A,Ghost Airport
Fairview Park Hospital Heliport,US,N/A,Ghost Airport
123 Arcom Heliport,US,N/A,Ghost Airport
P.J. Killian Airport,US,N/A,Ghost Airport
R F Roesner Airport,US,N/A,Ghost Airport
Westlake Regional Hospital Heliport,US,N/A,Ghost Airport
Chevron Place Heliport,US,N/A,Ghost Airport
Rock Cut Farms Airport,US,N/A,Ghost Airport
Our Lady of Lourdes Regional Medical Center Heliport,US,N/A,Ghost Airport
Le Champ Airport,US,N/A,Ghost Airport
Manju Heliport,US,N/A,Ghost Airport
Northfield Hospital Heliport,US,N/A,Ghost Airport
Lions Emergency Evac Heliport,US,N/A,Ghost Airport
The Landing Zone Heliport,US,N/A,Ghost Airport
Bosch Farm Airport,US,N/A,Ghost Airport
Morrison Field,US,N/A,Ghost Airport
Schirmeister Private Airport,US,N/A,Ghost Airport
Valley Fire/Rescue Dist & Emerg Service Heliport,US,N/A,Ghost Airport
Winter Harbor Seaplane Base,US,N/A,Ghost Airport
Southern Training Center Heliport,US,N/A,Ghost Airport
Mansfield Cpc Heliport,US,N/A,Ghost Airport
Lookingglass Airport,US,N/A,Ghost Airport
Rocky Hill Ultralightport,US,N/A,Ghost Airport
Veterans Heliport,US,N/A,Ghost Airport
Wilson Heliport,US,N/A,Ghost Airport
Blue Haven Airport,US,N/A,Ghost Airport
Lifeteam 20 Heliport,US,N/A,Ghost Airport
Hamlin Memorial Hospital Heliport,US,N/A,Ghost Airport
4M Ranch Airfield,US,N/A,Ghost Airport
Fox Airport,US,N/A,Ghost Airport
Bradford Volunteer Fire Department/Capt. John L. Hall Heliport,US,N/A,Ghost Airport
Tri-County Aerodrome,US,N/A,Ghost Airport
Greater Green River Intergalactic Spaceport,US,N/A,Ghost Airport
Al's Field,US,N/A,Ghost Airport
Cub Cove Seaplane Base,US,N/A,Ghost Airport
West Valley Airport,US,N/A,Ghost Airport
Circle A Ranch Airport,US,N/A,Ghost Airport
Airport Manatee Airport,US,N/A,Ghost Airport
Spring Ranch Airport,US,N/A,Ghost Airport
Maravillas Gap Ranch Airport,US,N/A,Ghost Airport
Piney Pinecreek Border Airport,US,N/A,Ghost Airport
Secluded Lake Airport,US,N/A,Ghost Airport
Sid's Place Airport,US,N/A,Ghost Airport
Rock Point Airport,US,N/A,Ghost Airport
Camp Lake Airport,US,N/A,Ghost Airport
DCOR Platform Habitat Heliport,US,N/A,Ghost Airport
El Peco Ranch Airport,US,N/A,Ghost Airport
Rancho Tehama Airport,US,N/A,Ghost Airport
Air Dusters Inc Airport,US,N/A,Ghost Airport
Rankin Airport,US,N/A,Ghost Airport
Watson Farm Airport,US,N/A,Ghost Airport
Mike's Ag Air Airport,US,N/A,Ghost Airport
Wend Valley Airport,US,N/A,Ghost Airport
Southern Regional Medical Center Heliport,US,N/A,Ghost Airport
Reinoehl Field,US,N/A,Ghost Airport
Walnut Creek Airport,US,N/A,Ghost Airport
Drake Airport,US,N/A,Ghost Airport
Katherine Shaw Bethea Hospital Heliport,US,N/A,Ghost Airport
Norwich Airport,US,N/A,Ghost Airport
N & N Airport,US,N/A,Ghost Airport
Morning Star Heliport,US,N/A,Ghost Airport
Woman's Hospital Heliport,US,N/A,Ghost Airport
Decatur Conference Center and Hotel Heliport,US,N/A,Ghost Airport
Empire Terminal Heliport,US,N/A,Ghost Airport
Inland Hospital Heliport,US,N/A,Ghost Airport
Willow Ridge Airport,US,N/A,Ghost Airport
Hermann Ii Heliport,US,N/A,Ghost Airport
Gray Field,US,N/A,Ghost Airport
Firebuster Airport,US,N/A,Ghost Airport
Lufker Airport,US,N/A,Ghost Airport
Wilkes Regional Medical Center Heliport,US,N/A,Ghost Airport
Bertino Heliport,US,N/A,Ghost Airport
Trump MTN Airport,US,N/A,Ghost Airport
Forty Niner at Middle Tract Airport,US,N/A,Ghost Airport
Westmoreland Airport,US,N/A,Ghost Airport
Holdenville General Hospital Heliport,US,N/A,Ghost Airport
Land's Inn Ranch Airport,US,N/A,Ghost Airport
Gap View Airport,US,N/A,Ghost Airport
Geisinger Heliport,US,N/A,Ghost Airport
Babb Airport,US,N/A,Ghost Airport
Dallas CBD Heliport,US,N/A,Ghost Airport
K Star Ranch Airport,US,N/A,Ghost Airport
Sweetwater Fire Department Heliport,US,N/A,Ghost Airport
Campus at Legacy Heliport,US,N/A,Ghost Airport
Valley Baptist Medical Center Heliport,US,N/A,Ghost Airport
Shoshoni Municipal Airport,US,N/A,Ghost Airport
Rappahannock General Hospital Heliport,US,N/A,Ghost Airport
Cougar Mountain Airfield,US,N/A,Ghost Airport
Omni Ranch Ultralight Flightpark,US,N/A,Ghost Airport
McCasland Ranch Airport,US,N/A,Ghost Airport
Lake Lucille Seaplane Base,US,N/A,Ghost Airport
South Peninsula Hospital Heliport,US,N/A,Ghost Airport
Livengood Camp Airport,US,LIV,Ghost Airport
Niklason Lake Seaplane Base,US,N/A,Ghost Airport
Inigok Airport,US,N/A,Ghost Airport
St John Homestead Airport,US,N/A,Ghost Airport
Long Lake Airport,US,N/A,Ghost Airport
Mankomen Lake Airport,US,N/A,Ghost Airport
Wolf Lake Airport,US,N/A,Ghost Airport
Aleknagik Mission Lodge Airport,US,N/A,Ghost Airport
Napaimute Pioneer Airfield,US,N/A,Ghost Airport
Tibbetts Airport,US,N/A,Ghost Airport
Tanner East Alabama Heliport,US,N/A,Ghost Airport
Froberg Heliport,US,N/A,Ghost Airport
Bonner Field,US,N/A,Ghost Airport
Leon's Landing Airport,US,N/A,Ghost Airport
Milton Airport,US,N/A,Ghost Airport
T W Spear Memorial Airport,US,N/A,Ghost Airport
St Mary's Regional Medical Center Heliport,US,N/A,Ghost Airport
Shurley Field Airport,US,N/A,Ghost Airport
Red Oak Airport,US,N/A,Ghost Airport
Conway Regional Health System Heliport,US,N/A,Ghost Airport
Lawrence Field,US,N/A,Ghost Airport
Worth James Ranch Airport,US,N/A,Ghost Airport
Washington Regional Landing Heliport,US,N/A,Ghost Airport
Moulder Heliport,US,N/A,Ghost Airport
Block Ranch Airport,US,N/A,Ghost Airport
Tonto Ranger Station Heliport,US,N/A,Ghost Airport
Fort Omotse Heliport,US,N/A,Ghost Airport
New Waddell Dam Heliport,US,N/A,Ghost Airport
Parsons Field,US,N/A,Ghost Airport
The Ultralight Strip Ultralightport,US,N/A,Ghost Airport
Leroy Airport,US,N/A,Ghost Airport
South Albany Airport,US,N/A,Ghost Airport
Duanesburg Airport,US,N/A,Ghost Airport
Simsbury Airport,US,N/A,Ghost Airport
Flying U Ranch Airport,US,N/A,Ghost Airport
Walker/Rowe Waterloo Airport,US,N/A,Ghost Airport
Yalesville Heliport,US,N/A,Ghost Airport
Gifford Field,US,N/A,Ghost Airport
Ackley Municipal Airport,US,N/A,Ghost Airport
LAPD Hooper Heliport,US,N/A,Ghost Airport
City National Bank Heliport,US,N/A,Ghost Airport
Funny Farm Airport,US,N/A,Ghost Airport
Camp Parks Heliport,US,N/A,Ghost Airport
St Francis Medical Center Helistop,US,N/A,Ghost Airport
Children's Hospital of Orange County Heliport,US,N/A,Ghost Airport
Chevron Refinery Heliport,US,N/A,Ghost Airport
Johnsen Airport,US,N/A,Ghost Airport
Randy Champe-Gary Howe Memorial Heliport,US,N/A,Ghost Airport
Parkview Medical Center West Heliport,US,N/A,Ghost Airport
Lyon Heliport,US,N/A,Ghost Airport
Wolfranch Heliport,US,N/A,Ghost Airport
Antelope Valley Ranch Airport,US,N/A,Ghost Airport
Rabbit Ranch Airport,US,N/A,Ghost Airport
Mercy San Juan Hospital Heliport,US,N/A,Ghost Airport
Pat Coyle Memorial Heliport,US,N/A,Ghost Airport
Inyo County Sheriff Search & Rescue Heliport,US,N/A,Ghost Airport
Hanford Community Medical Center Helistop,US,N/A,Ghost Airport
Arrowhead Regional Medical Center Heliport,US,N/A,Ghost Airport
Children's Hospital of Los Angeles Heliport II,US,N/A,Ghost Airport
Glen-Aspen Airport,US,N/A,Ghost Airport
Martin Heliport,US,N/A,Ghost Airport
Owl Canyon Gliderport,US,N/A,Ghost Airport
Griffin Field,US,N/A,Ghost Airport
St Anthony North Heliport,US,N/A,Ghost Airport
Pioneers Heliport,US,N/A,Ghost Airport
Lutheran Medical Center Heliport,US,N/A,Ghost Airport
Ambrosich Field,US,N/A,Ghost Airport
Kelgun Airport,US,N/A,Ghost Airport
Beaver Creek Heliport,US,N/A,Ghost Airport
Kirila Heliport,US,N/A,Ghost Airport
Fuller Airport,US,N/A,Ghost Airport
Alma Municipal Airport,US,N/A,Ghost Airport
Richardton Airport,US,N/A,Ghost Airport
Westport Airport / Keystone Airpark,US,N/A,Ghost Airport
Orlando Health Lake Mary Heliport,US,N/A,Ghost Airport
Croom A Chobee Airport,US,N/A,Ghost Airport
Tranquility Bay Strip,US,N/A,Ghost Airport
George Skoko Heliport,US,N/A,Ghost Airport
Lake Panasoffkee Seaplane Base,US,N/A,Ghost Airport
North Port Fire Rescue Station 86 Heliport,US,N/A,Ghost Airport
The Wright Place STOLport,US,N/A,Ghost Airport
Bay Seaplanes Seaplane Base,US,N/A,Ghost Airport
Grand Lagoon Seaplane Base,US,N/A,Ghost Airport
Pine Island Helistop,US,N/A,Ghost Airport
Flanders Field,US,N/A,Ghost Airport
Captiva Heliport,US,N/A,Ghost Airport
Bowman's Beach Helistop,US,N/A,Ghost Airport
Turkey Scratch Plantation Airport,US,N/A,Ghost Airport
Escape Ranch Airport,US,N/A,Ghost Airport
Ko-Kee Airport,US,N/A,Ghost Airport
Fellsmere Airport,US,N/A,Ghost Airport
Ridge Landing Airport,US,N/A,Ghost Airport
Physicians Regional Medical Center Collier Boulevard Heliport,US,N/A,Ghost Airport
Schwartz Farms Inc Airport,US,N/A,Ghost Airport
Gore Airport,US,N/A,Ghost Airport
Greenville Municipal Airport,US,N/A,Ghost Airport
Hamburg Inc Airport,US,N/A,Ghost Airport
Miller Airport,US,N/A,Ghost Airport
Fairmont Municipal Airport Frankman Field,US,N/A,Ghost Airport
Thacker Field,US,N/A,Ghost Airport
AU Medical Center & Children's Hospital of Georgia Heliport,US,N/A,Ghost Airport
Memorial Hospital Heliport,US,N/A,Ghost Airport
R.M. Harris Airport,US,N/A,Ghost Airport
Chattahoochee Air Park,US,N/A,Ghost Airport
Kitchens Field,US,N/A,Ghost Airport
Andrews Airport,US,N/A,Ghost Airport
Ebeneezer Airport,US,N/A,Ghost Airport
Millhaven Airport,US,N/A,Ghost Airport
Viola Farm Airport,US,N/A,Ghost Airport
Gorden E Bellah International Airport,US,N/A,Ghost Airport
Whitehall Airport,US,N/A,Ghost Airport
AE154 Base Heliport,US,N/A,Ghost Airport
Schaumburg Municipal Helistop,US,N/A,Ghost Airport
Greater Community Hospital Heliport,US,N/A,Ghost Airport
Ellsworth Municipal Hospital Heliport,US,N/A,Ghost Airport
Walker Field,US,N/A,Ghost Airport
Floyd County Memorial Hospital Heliport,US,N/A,Ghost Airport
Mccoy Airport,US,N/A,Ghost Airport
Iowa Speciality Hospital Heliport,US,N/A,Ghost Airport
Witcombe Field,US,N/A,Ghost Airport
Triple J Airport,US,N/A,Ghost Airport
De Ford Airport,US,N/A,Ghost Airport
Oleo Airport,US,N/A,Ghost Airport
Escc Heliport,US,N/A,Ghost Airport
Gettlefinger Field,US,N/A,Ghost Airport
Sport Aircraft Flight Park Ultralightport,US,N/A,Ghost Airport
Willis Airport,US,N/A,Ghost Airport
Litchfield Fire Department West Side Emergency Services Heliport,US,N/A,Ghost Airport
Wayne Ziller Jr Airport,US,N/A,Ghost Airport
Thrifty Acres Airport,US,N/A,Ghost Airport
Kuebler Airport,US,N/A,Ghost Airport
Frank's Flying Service Airport,US,N/A,Ghost Airport
Brussels Heliport,US,N/A,Ghost Airport
Rendleman Airport,US,N/A,Ghost Airport
Unzicker Airport,US,N/A,Ghost Airport
Big Long Lake Seaplane Base,US,N/A,Ghost Airport
Oliver Lake Seaplane Base,US,N/A,Ghost Airport
East Clear Heliport,US,N/A,Ghost Airport
Wilson Airport,US,N/A,Ghost Airport
Ball Field,US,N/A,Ghost Airport
Dragons Den Heliport,US,N/A,Ghost Airport
Riley Field,US,N/A,Ghost Airport
Culp Farms Airport,US,N/A,Ghost Airport
Wawasee Airport,US,N/A,Ghost Airport
Joan Graves Edwards Heliport,US,N/A,Ghost Airport
Memorial Hospital Heliport,US,N/A,Ghost Airport
University of Chicago Hospitals Heliport,US,N/A,Ghost Airport
Harrisburg Medical Center Heliport,US,N/A,Ghost Airport
Smith Restricted Landing Area,US,N/A,Ghost Airport
Hattan Farms Airport,US,N/A,Ghost Airport
Litchfield Restricted Landing Area,US,N/A,Ghost Airport
Leigh Farm Airport,US,N/A,Ghost Airport
Weidner Airport,US,N/A,Ghost Airport
Amar Farms Airport,US,N/A,Ghost Airport
Palmer Airport,AU,N/A,Ghost Airport
Pinnarendi Airstrip,AU,N/A,Ghost Airport
Pine Creek Airport,AU,N/A,Ghost Airport
Penong Airport,AU,PEY,Ghost Airport
Prenti Downs Airport,AU,N/A,Ghost Airport
Pinnaroo Airport,AU,N/A,Ghost Airport
Pannawonica Airport,AU,N/A,Ghost Airport
Porepunkah Airport,AU,MBF,Ghost Airport
Porphyry Airport,AU,N/A,Ghost Airport
Adelaide Parafield Airport,AU,N/A,Ghost Airport
Prairie Airport,AU,N/A,Ghost Airport
Prince Charles Hospital Helipad,AU,N/A,Ghost Airport
Premer Betoota Airport,AU,N/A,Ghost Airport
Princess Alexandra Hospital Helipad,AU,N/A,Ghost Airport
Penneshaw Airport,AU,PEA,Ghost Airport
Perisher Valley Medical Centre Helipad,AU,N/A,Ghost Airport
Peterborough Airport,AU,N/A,Ghost Airport
Patjarr Airport,AU,N/A,Ghost Airport
Tindal Airport,AU,KTR,Ghost Airport
Palumpa Airport,AU,N/A,Ghost Airport
Pungalina Airport,AU,N/A,Ghost Airport
Punmu Airport,AU,N/A,Ghost Airport
Plevna Downs Airport,AU,N/A,Ghost Airport
Pittsworth Airport,AU,N/A,Ghost Airport
Woomera Airfield,AU,UMR,Ghost Airport
Palmyra Airstrip,AU,N/A,Ghost Airport
Pyramid Hill Airport,AU,N/A,Ghost Airport
Paynes Find Airport,AU,N/A,Ghost Airport
Quambone Royona Airport,AU,N/A,Ghost Airport
Quambatook Airport,AU,N/A,Ghost Airport
Quairading Airport,AU,N/A,Ghost Airport
Quirindi Airport,AU,UIR,Ghost Airport
April Point Seaplane Base,CA,YQJ,Ghost Airport
Queenstown Airport,AU,UEE,Ghost Airport
Quondong Airport,AU,N/A,Ghost Airport
Quorn Airport,AU,N/A,Ghost Airport
Quarry2 Airport,AU,N/A,Ghost Airport
Questa Park Airport,AU,N/A,Ghost Airport
Raglan Airport,AU,N/A,Ghost Airport
Raymore Homestead Airport,AU,N/A,Ghost Airport
Abrolhos Rat Island,AU,N/A,Ghost Airport
Ravensthorpe Airport,AU,N/A,Ghost Airport
Rawlinna Airport,AU,N/A,Ghost Airport
Rainbow Beach Airport,AU,N/A,Ghost Airport
Royal Brisbane Hospital Helipad Charlie,AU,N/A,Ghost Airport
Robe Airport,AU,N/A,Ghost Airport
Royal Brisbane Hospital Helipad Alpha,AU,N/A,Ghost Airport
Robertson Barracks Heliport,AU,N/A,Ghost Airport
Redbank Mine Airport,AU,N/A,Ghost Airport
Robertson Airstrip,AU,N/A,Ghost Airport
Robinson River Airport,AU,RRV,Ghost Airport
Rabbit Flat Airport,AU,N/A,Ghost Airport
Rainbow Airport,AU,N/A,Ghost Airport
Refuge Cove Seaplane Base,CA,YRC,Ghost Airport
Rochedale Helipad,AU,N/A,Ghost Airport
Dean River Airport,CA,YRD,Ghost Airport
Yardea Airport,AU,N/A,Ghost Airport
Redmont Airport,AU,N/A,Ghost Airport
