airport_name,country,iata,status
Fresno de Losa Airstrip,ES,N/A,Ghost Airport
Pueblonuevo de Miramontes Airstrip,ES,N/A,Ghost Airport
Calamocha Airstrip,ES,N/A,Ghost Airport
El Robledo,ES,N/A,Ghost Airport
Valdeperdices,ES,N/A,Ghost Airport
Vigil de Quinones Military Hospital Heliport,ES,N/A,Ghost Airport
Valdenuño-Fernandez Airstrip,ES,N/A,Ghost Airport
Cabezas Rubias Airstrip,ES,N/A,Ghost Airport
Helipuerto de Sahechores,ES,N/A,Ghost Airport
Piedrabuena - Los Jarales,ES,N/A,Ghost Airport
Illas Sisargas Heliport,ES,N/A,Ghost Airport
Sollana Agro Airstrip,ES,N/A,Ghost Airport
"Base de aviones ""La Cerra""",ES,N/A,Ghost Airport
El Barranco,ES,N/A,Ghost Airport
Aeródromo  Forestal Villaviciosa de Córdoba,ES,N/A,Ghost Airport
Valdemorillo Airstrip,ES,N/A,Ghost Airport
La Font de la Figuera Airstrip,ES,N/A,Ghost Airport
Santa Cruz de la Zarza Airstrip,ES,N/A,Ghost Airport
Riola Agro Airstrip,ES,N/A,Ghost Airport
Enova Airstrip,ES,N/A,Ghost Airport
Torres Torres Airstrip,ES,N/A,Ghost Airport
Terrinches Agro Airstrip,ES,N/A,Ghost Airport
Blancos del Coscojar Heliport,ES,N/A,Ghost Airport
San Fernando Helicopter Base,ES,N/A,Ghost Airport
Alborán Helistrip,ES,N/A,Ghost Airport
Toén Firefighting Heliport,ES,N/A,Ghost Airport
La Cuesta Aerodrome,ES,N/A,Ghost Airport
Mofeta Helicopter Base,ES,N/A,Ghost Airport
Santa Eulària des Riu Airfield,ES,N/A,Ghost Airport
Formentera Heliport,ES,N/A,Ghost Airport
Isla de Tarifa Heliport,ES,N/A,Ghost Airport
A Coruña Fire Station Heliport,ES,N/A,Ghost Airport
Casas de Juan Núñez Heliport,ES,N/A,Ghost Airport
Montealegre del Castillo Heliport,ES,N/A,Ghost Airport
La Roda Sescam Heliport,ES,N/A,Ghost Airport
Albacete University Hospital (FATO) Heliport,ES,N/A,Ghost Airport
Casas de Lázaro Heliport,ES,N/A,Ghost Airport
Los Santos de la Humosa Helipad,ES,N/A,Ghost Airport
Serracines Heliport,ES,N/A,Ghost Airport
Ribatejada Heliport,ES,N/A,Ghost Airport
Guadalajara Heliport,ES,N/A,Ghost Airport
Las Rozas Firefighting Heliport,ES,N/A,Ghost Airport
Helipuerto de Segovia,ES,N/A,Ghost Airport
Cartagena Helicopter Base,ES,N/A,Ghost Airport
Portocristo Airstrip,ES,N/A,Ghost Airport
Beas Airstrip,ES,N/A,Ghost Airport
Aerodromo de Sevares,ES,N/A,Ghost Airport
La Línea de la Concepción District Hospital Heliport,ES,N/A,Ghost Airport
Punta de Europa Hospital Heliport,ES,N/A,Ghost Airport
Algeciras Caravan Park Helipad,ES,N/A,Ghost Airport
Ronda Helicopter Base,ES,N/A,Ghost Airport
Ondara Airstrip,ES,N/A,Ghost Airport
Rota Naval Base Heliport,ES,N/A,Ghost Airport
Parc Taulí Heliport,ES,N/A,Ghost Airport
Pulpí Helipad,ES,N/A,Ghost Airport
Vilaller Heliport,ES,N/A,Ghost Airport
Base aérea de Verín-Oímbra,ES,N/A,Ghost Airport
Los Llanos Helipad,ES,N/A,Ghost Airport
Tejeda Heliport,ES,N/A,Ghost Airport
Cadalso de los Vidrios Heliport,ES,N/A,Ghost Airport
Mateu Órfila Hospital Heliport,ES,N/A,Ghost Airport
Son Morell Heliport and R/C Field,ES,N/A,Ghost Airport
Esporles Private Helipad,ES,N/A,Ghost Airport
Son Espases Heliport,ES,N/A,Ghost Airport
Bunyola Private Heliport,ES,N/A,Ghost Airport
Platges de Muro Rescue Heliport,ES,N/A,Ghost Airport
Xàbia Heliport,ES,N/A,Ghost Airport
Montanejos Heliport,ES,N/A,Ghost Airport
Los Calpes Heliport,ES,N/A,Ghost Airport
Cella Emergency Heliport,ES,N/A,Ghost Airport
Santa Eulalia Emergency Heliport,ES,N/A,Ghost Airport
Utrillas Heliport,ES,N/A,Ghost Airport
Plenas Airfield,ES,N/A,Ghost Airport
Daroca Heliport,ES,N/A,Ghost Airport
Melilla Heliport,ES,N/A,Ghost Airport
Morro Jable Heliport,ES,N/A,Ghost Airport
Coll de Rates Helipad,ES,N/A,Ghost Airport
Grossa Helipad,ES,N/A,Ghost Airport
Cabrera Helipad,ES,N/A,Ghost Airport
Capdepera Aerodrom,ES,N/A,Ghost Airport
Punta de l'Avançada Heliport,ES,N/A,Ghost Airport
La Graciosa Heliport,ES,N/A,Ghost Airport
El Membrillar,ES,N/A,Ghost Airport
Carreras de Galgos Airstrip,ES,N/A,Ghost Airport
Globedrom de Son Perot,ES,N/A,Ghost Airport
El Arenosilllo Airstrip,ES,N/A,Ghost Airport
Parque de Bomberos de Cangas de Onís Heliport,ES,N/A,Ghost Airport
Ibias Heliport,ES,N/A,Ghost Airport
Helipuerto de Campillo de la Jara,ES,N/A,Ghost Airport
Taragudo Airfield UL,ES,N/A,Ghost Airport
Aeródromo de La Ina,ES,N/A,Ghost Airport
Heliporto de Becerreá,ES,N/A,Ghost Airport
FIB Xurés Heliport,ES,N/A,Ghost Airport
Silleda Fire Base Heliport,ES,N/A,Ghost Airport
San Xoán de Río Forest Fire Base Heliport,ES,N/A,Ghost Airport
Barco de Valdeorras Heliport,ES,N/A,Ghost Airport
Marroxo Heliport,ES,N/A,Ghost Airport
Castejón de Sos field,ES,N/A,Ghost Airport
Reina Sofía Hospital Heliport,ES,N/A,Ghost Airport
Vall d'Hebron University Hospital Helipad,ES,N/A,Ghost Airport
Igualada Hospital Helipad,ES,N/A,Ghost Airport
El Cabril Heliport,ES,N/A,Ghost Airport
Cal Majoral Hotel Heliport,ES,N/A,Ghost Airport
El Revolcadero,ES,N/A,Ghost Airport
Devils of the Air RC Model Club Airport,ES,N/A,Ghost Airport
Alfes Airfield,ES,N/A,Ghost Airport
Hinojosa del Duque Airfield,ES,N/A,Ghost Airport
Tablada Airport,ES,N/A,Ghost Airport
Campolara Airfield,ES,N/A,Ghost Airport
Castejón de los Monegros Airfield,ES,N/A,Ghost Airport
Ciudad Sanitaria y Universitaria de Bellvitge Heliport,ES,N/A,Ghost Airport
Viso del Marqués Airfield,ES,N/A,Ghost Airport
Sa Sabina Heliport,ES,N/A,Ghost Airport
Aeródromo de Sangüesa,ES,N/A,Ghost Airport
Aeródromo de Linares,ES,N/A,Ghost Airport
El Rinconcillo de Guadalupe,ES,N/A,Ghost Airport
Malmen Air Base,SE,N/A,Ghost Airport
Ärna Air Base,SE,N/A,Ghost Airport
Lund Hospital Heliport,SE,N/A,Ghost Airport
Hässleholm Bokeberg Airfield,SE,N/A,Ghost Airport
Råda Air Base,SE,N/A,Ghost Airport
Sandvik Airfield,SE,N/A,Ghost Airport
Backamo Airfield,SE,N/A,Ghost Airport
Ålleberg Airfield,SE,N/A,Ghost Airport
Bämmelshed Airfield,SE,N/A,Ghost Airport
Borås Airfield,SE,N/A,Ghost Airport
Morup Airfield,SE,N/A,Ghost Airport
Herrljunga Airfield,SE,N/A,Ghost Airport
Alingsås Airfield,SE,N/A,Ghost Airport
Falköping Airfield,SE,N/A,Ghost Airport
Lidköping-Hovby Airport,SE,LDK,Ghost Airport
Öresten Airfield,SE,N/A,Ghost Airport
Brännebrona Airfield,SE,N/A,Ghost Airport
Vårgårda Airfield,SE,N/A,Ghost Airport
Säve Airport,SE,GSE,Ghost Airport
Skövde Airport,SE,KVB,Ghost Airport
Näsinge Airfield,SE,N/A,Ghost Airport
Rörkärr Airfield,SE,N/A,Ghost Airport
Varberg Getterön airfield,SE,N/A,Ghost Airport
Säffle Airfield,SE,N/A,Ghost Airport
Sahlgrenska University East Hospital Helipad,SE,N/A,Ghost Airport
Karlsborg Air Base,SE,N/A,Ghost Airport
Såtenäs Air Base,SE,N/A,Ghost Airport
Lunda Airfield,SE,N/A,Ghost Airport
Uppsala-Sundbro Airfield,SE,N/A,Ghost Airport
Dala Järna Airfield,SE,N/A,Ghost Airport
Gryttjom Airfield,SE,N/A,Ghost Airport
Ekshärad Airfield,SE,N/A,Ghost Airport
Karlskoga Airport,SE,KSK,Ghost Airport
Munkfors Airfield,SE,N/A,Ghost Airport
Tierp Airfield,SE,N/A,Ghost Airport
Sunne Airfield,SE,N/A,Ghost Airport
Arvika Airfield,SE,N/A,Ghost Airport
Borglanda Airfield,SE,N/A,Ghost Airport
Ränneslätt Airfield,SE,N/A,Ghost Airport
Eslöv Airfield,SE,N/A,Ghost Airport
Fagerhult Airfield,SE,N/A,Ghost Airport
Feringe Airfield,SE,N/A,Ghost Airport
Höganäs Airfield,SE,N/A,Ghost Airport
Sjöbo Sövde Airfield,SE,N/A,Ghost Airport
Kågeröd Simmelsberga Airfield,SE,N/A,Ghost Airport
Kristianstad Airport,SE,KID,Ghost Airport
Landskrona Enoch Thulins Airfield,SE,N/A,Ghost Airport
Oskarshamn Airport,SE,OSK,Ghost Airport
Anderstorp Airfield,SE,N/A,Ghost Airport
Möckeln Airfield,SE,N/A,Ghost Airport
Hagshult Air Base,SE,N/A,Ghost Airport
Smålandsstenar Smålanda Airfield,SE,N/A,Ghost Airport
Ölanda Airfield,SE,N/A,Ghost Airport
Hallviken Airfield,SE,N/A,Ghost Airport
Sollefteå/Långsele Airfield,SE,N/A,Ghost Airport
Hedlanda Airfield,SE,N/A,Ghost Airport
Överkalix Airfield,SE,N/A,Ghost Airport
Jokkmokk Airfield,SE,N/A,Ghost Airport
Optand Airfield,SE,N/A,Ghost Airport
Piteå Airfield,SE,N/A,Ghost Airport
Orsa Airfield,SE,N/A,Ghost Airport
Söderhamn Airport,SE,SOO,Ghost Airport
Lemstanas Airfield,SE,N/A,Ghost Airport
Vidsel Air Base,SE,N/A,Ghost Airport
Arboga Airfield,SE,N/A,Ghost Airport
Berga Heliport,SE,N/A,Ghost Airport
Ekeby Airfield,SE,N/A,Ghost Airport
Skå-Edeby Airfield,SE,N/A,Ghost Airport
Hultsfred Airport,SE,HLF,Ghost Airport
Ludvika Airfield,SE,N/A,Ghost Airport
Laxå Airfield,SE,N/A,Ghost Airport
Visingsö Airfield,SE,N/A,Ghost Airport
Gävle Sandviken Airport,SE,GVX,Ghost Airport
Brattforshede Airfield,SE,N/A,Ghost Airport
Norrtälje Airfield,SE,N/A,Ghost Airport
Eskilstuna Airport,SE,EKT,Ghost Airport
Västervik Airport,SE,VVK,Ghost Airport
Johannisberg Airfield,SE,N/A,Ghost Airport
Vängsö Airfield,SE,N/A,Ghost Airport
Fjällbacka Anra Airfield,SE,N/A,Ghost Airport
Ljungbyhed Airfield,SE,N/A,Ghost Airport
Vellinge Airfield,SE,N/A,Ghost Airport
Arbrå Airfield,SE,N/A,Ghost Airport
Storuman Airport,SE,SQO,Ghost Airport
Idre Airport,SE,IDB,Ghost Airport
Gargnäs Airfield,SE,N/A,Ghost Airport
Fazenda Sarandi Airstrip,BR,N/A,Ghost Airport
Fazenda Fronteira Airport,BR,N/A,Ghost Airport
Clube de Voo de Ângulo Airport,BR,N/A,Ghost Airport
Fazenda Sombra da Terra Airport,BR,N/A,Ghost Airport
Edifício Dakota Helipad,BR,N/A,Ghost Airport
Doutor Almir Lopes de Oliveira Melo Airport,BR,N/A,Ghost Airport
Federal Police Helipad,BR,N/A,Ghost Airport
Fazenda Cachoeira Heliport,BR,N/A,Ghost Airport
Fazenda Arpa Airport,BR,N/A,Ghost Airport
Deus é Amor Helipad,BR,N/A,Ghost Airport
Fazenda Cibrapa Airport,BR,N/A,Ghost Airport
Das Quaresmas Heliport,BR,N/A,Ghost Airport
Retiro Piúva Airport,BR,N/A,Ghost Airport
Edise Heliport,BR,N/A,Ghost Airport
Rancho Cajuru Heliport,BR,N/A,Ghost Airport
Fazenda Cortezia Airport,BR,N/A,Ghost Airport
Polícia Federal - Florianópolis Heliport,BR,N/A,Ghost Airport
Fazenda Yanduy Airport,BR,N/A,Ghost Airport
Fazenda Marape Airport,BR,N/A,Ghost Airport
Taiga Agropecuária Airport,BR,N/A,Ghost Airport
Fazenda São Francisco da Nhecolândia Airport,BR,N/A,Ghost Airport
Animalia Park Heliport,BR,N/A,Ghost Airport
Fazenda Planalto Airport,BR,N/A,Ghost Airport
Lindner TS Heliport,BR,N/A,Ghost Airport
Fazenda Ibiporã Airport,BR,N/A,Ghost Airport
Colonial Airport,BR,N/A,Ghost Airport
Fazenda São José Airport,BR,N/A,Ghost Airport
Lazzuli Heliport,BR,N/A,Ghost Airport
Monte Verde Airport,BR,N/A,Ghost Airport
Fazenda Várzea Funda Airport,BR,N/A,Ghost Airport
Riachuelo - Matriz Helipadt,BR,N/A,Ghost Airport
Fazenda Táua Airport,BR,N/A,Ghost Airport
Cosan Heliport,BR,N/A,Ghost Airport
Ciclade Heliport,BR,N/A,Ghost Airport
Diamante Heliport,BR,N/A,Ghost Airport
Fazenda Boca da Onça Airport,BR,N/A,Ghost Airport
Areia Branca Airstrip,BR,N/A,Ghost Airport
Fazenda São Joaquim I Airport,BR,N/A,Ghost Airport
Palácio das Mangabeiras Heliport,BR,N/A,Ghost Airport
Fazenda Porto d'Oeste Airport,BR,N/A,Ghost Airport
Fazenda Tremendal Airport,BR,N/A,Ghost Airport
Grand Brasil Helipad,BR,N/A,Ghost Airport
Agro Mascarello Airport,BR,N/A,Ghost Airport
Fazenda Alvorada Airport,BR,N/A,Ghost Airport
Fazenda Maré Mansa,BR,N/A,Ghost Airport
Fazenda Rios Airport,BR,N/A,Ghost Airport
Fazenda Sete Airport,BR,N/A,Ghost Airport
Sítio Canhanheiro Heliport,BR,N/A,Ghost Airport
Life Center Helipad,BR,N/A,Ghost Airport
Amazonas Business Hotel Heliport,BR,N/A,Ghost Airport
Hospital Santa Tereza Helipad,BR,N/A,Ghost Airport
EPCCO Heliport,BR,N/A,Ghost Airport
Condomínio Menega Airport,BR,N/A,Ghost Airport
Fazenda Travessão Airport,BR,N/A,Ghost Airport
Fazenda Ribeirão Airport,BR,N/A,Ghost Airport
Primo Bitti Airport,BR,N/A,Ghost Airport
Fazenda São Lourenço Airport,BR,N/A,Ghost Airport
Fazenda Yndiana Airport,BR,N/A,Ghost Airport
Hungria 1100 Heliport,BR,N/A,Ghost Airport
Pandorga Airport,BR,N/A,Ghost Airport
Rancho Veneza Airport,BR,N/A,Ghost Airport
Fazenda Rainha do Curuá Airport,BR,N/A,Ghost Airport
Fazenda Vale da Serra Airport,BR,N/A,Ghost Airport
Fazenda Alvorada Airport,BR,N/A,Ghost Airport
Fazenda Portugal Airport,BR,N/A,Ghost Airport
Fazenda Quatro Irmãos Airstrip,BR,N/A,Ghost Airport
Morma II Heliport,BR,N/A,Ghost Airport
Porto Cubatão Heliport,BR,N/A,Ghost Airport
Lagoa do Cavalo Heliport,BR,N/A,Ghost Airport
Gabinete Militar Heliport,BR,N/A,Ghost Airport
Hospital Central da Aeronáutica Helipad,BR,N/A,Ghost Airport
CD Guarulhos Helipad,BR,N/A,Ghost Airport
Asa Delta Airport,BR,N/A,Ghost Airport
Fazenda Araguari Airport,BR,N/A,Ghost Airport
Rio - Bravo Helipad,BR,N/A,Ghost Airport
Aeroclube CSN - Companhia Siderúrgica Nacional Heliport,BR,N/A,Ghost Airport
Fazenda Granja Santiago Airport,BR,N/A,Ghost Airport
Fazenda Goiabeira Airport,BR,N/A,Ghost Airport
Fazenda San Jose I Airport,BR,N/A,Ghost Airport
Rede Record Helipad,BR,N/A,Ghost Airport
Fazenda Gairova Airport,BR,N/A,Ghost Airport
Fazenda Progresso Airport,BR,N/A,Ghost Airport
Represa Helipad,BR,N/A,Ghost Airport
Fazenda Porteira Airport,BR,N/A,Ghost Airport
Fazenda Santa Clara Airport,BR,N/A,Ghost Airport
Voigtland Heliport,BR,N/A,Ghost Airport
Fazenda Ponta Negra Airstrip,BR,N/A,Ghost Airport
Rota dos Bandeirantes Regional Hospital Helipad,BR,N/A,Ghost Airport
Fundação Rio Verde Show Safra Airport,BR,N/A,Ghost Airport
Gratt Heliport,BR,N/A,Ghost Airport
Fazenda Soberana Airport,BR,N/A,Ghost Airport
Cel PM Cícero Dantas dos Santos Heliport,BR,N/A,Ghost Airport
Divena Helipad,BR,N/A,Ghost Airport
Fazenda Itaipavas Airport,BR,N/A,Ghost Airport
Sítio Flyer Airport,BR,N/A,Ghost Airport
Hospital Santa Catarina Heliport,BR,N/A,Ghost Airport
Rio Centro Heliport,BR,N/A,Ghost Airport
Dragão do Ar Heliport,BR,N/A,Ghost Airport
Kia Helipad,BR,N/A,Ghost Airport
Águas Claras Official Residence Heliport I,BR,N/A,Ghost Airport
Edifício Faria Lima Premium Heliport,BR,N/A,Ghost Airport
Tanguá Heliport,BR,N/A,Ghost Airport
Agrishow Airport,BR,N/A,Ghost Airport
Hospital da Bahia Heliport,BR,N/A,Ghost Airport
Nannai Resort e Spa Heliport,BR,N/A,Ghost Airport
Fazenda Dona Augusta Airport,BR,N/A,Ghost Airport
Fazenda São Sebastião Airstrip,BR,N/A,Ghost Airport
Fazenda Boqueirão Airport,BR,N/A,Ghost Airport
Fazenda Nossa Senhora de Nazaré Airstrip,BR,N/A,Ghost Airport
Socó Beach Residence Helipad,BR,N/A,Ghost Airport
Fazenda Horizontina Leste Airport,BR,N/A,Ghost Airport
Fazenda São Francisco Airstrip,BR,N/A,Ghost Airport
Fazenda Paraná Airport,BR,N/A,Ghost Airport
Suiço Heliport,BR,N/A,Ghost Airport
Caragoatá Heliport,BR,N/A,Ghost Airport
Crepurizão Airport,BR,N/A,Ghost Airport
Fazenda Cachoeira Branca Airport,BR,N/A,Ghost Airport
Eliza Camargo de Arruda Botelho Airport,BR,N/A,Ghost Airport
Torre 2000 Heliport,BR,N/A,Ghost Airport
Doutor Heráclito da Motta Luiz Airport,BR,N/A,Ghost Airport
São Geraldo Airport,BR,N/A,Ghost Airport
Fazenda Santa Lídia Airport,BR,N/A,Ghost Airport
Fazenda Giruá Airport,BR,N/A,Ghost Airport
Independência Airport,BR,N/A,Ghost Airport
Itaorna Heliport,BR,N/A,Ghost Airport
Quinta da Baroneza I Heliport,BR,N/A,Ghost Airport
Brascam Century Plaza Heliport,BR,N/A,Ghost Airport
Fazenda Uberaba Airport,BR,N/A,Ghost Airport
Fazenda Cachoeira Airport,BR,N/A,Ghost Airport
Santa Marta Airport,BR,N/A,Ghost Airport
Kekafly II Heliport,BR,N/A,Ghost Airport
TECNET 2 Helipad,BR,N/A,Ghost Airport
Brasil XXI Heliport,BR,N/A,Ghost Airport
Fazenda Chalana Airport,BR,N/A,Ghost Airport
Fazenda Capão Grande Airport,BR,N/A,Ghost Airport
Fazenda Primavera Airport,BR,N/A,Ghost Airport
Fazenda Nossa Senhora Aparecida Airport,BR,N/A,Ghost Airport
Fazenda Esperança Airport,BR,N/A,Ghost Airport
Fazenda Pouso Alegre Airport,BR,N/A,Ghost Airport
CEL Energia Heliport,BR,N/A,Ghost Airport
Hotel Campos do Jordão Heliport,BR,N/A,Ghost Airport
João Dias Helipad,BR,N/A,Ghost Airport
Fazenda Joana Estãncia Airport,BR,N/A,Ghost Airport
Edifício Faria Lima Financial Center Heliport,BR,N/A,Ghost Airport
Fazenda Jaguaretê Airport,BR,N/A,Ghost Airport
Petrobrás - São José dos Campos Heliport,BR,N/A,Ghost Airport
Vazante Airport,BR,N/A,Ghost Airport
Fazenda Santa Maria do Porto da Capivara Airport,BR,N/A,Ghost Airport
Pouso na Serra Airport,BR,N/A,Ghost Airport
Fazenda São João do Jatobazinho Airport,BR,N/A,Ghost Airport
Bolsa-RJ Heliport,BR,N/A,Ghost Airport
Ryhad Palace Hotel Helipad,BR,N/A,Ghost Airport
Ely Rego Airport,BR,N/A,Ghost Airport
Fazenda Tonga Airport,BR,N/A,Ghost Airport
Mina 3 Heliport,BR,N/A,Ghost Airport
Fazenda Areia Branca Airport,BR,N/A,Ghost Airport
Hospital e Maternidade Santa Marina Heliport,BR,N/A,Ghost Airport
Internacional Plaza Heliport,BR,N/A,Ghost Airport
Campo Comandantes Airport,BR,ITJ,Ghost Airport
Fazenda Vera Paz Airport,BR,N/A,Ghost Airport
Fazenda Santa Maria Airstrip,BR,N/A,Ghost Airport
IGESP Praia Grande Helipad,BR,N/A,Ghost Airport
Fazenda Bomfim Airport,BR,N/A,Ghost Airport
Sonho de Infância Airport,BR,N/A,Ghost Airport
Estância Bela Vista Airport,BR,N/A,Ghost Airport
Fazenda Tamakavy Airport,BR,N/A,Ghost Airport
Fazenda Pranchada Airport,BR,N/A,Ghost Airport
Fazenda Alegria II Airport,BR,N/A,Ghost Airport
Kekafly I Heliport,BR,N/A,Ghost Airport
Colider Airport,BR,N/A,Ghost Airport
SODEPA Heliport,BR,N/A,Ghost Airport
Wobben Windpower Heliport,BR,N/A,Ghost Airport
Plaza Iguatemi Heliport,BR,N/A,Ghost Airport
Hotel Vitória Heliport,BR,N/A,Ghost Airport
Txai Resort Itacaré Heliport,BR,N/A,Ghost Airport
Calciolândia Airport,BR,N/A,Ghost Airport
Flamboyant Heliport,BR,N/A,Ghost Airport
Fazenda Viamão Airport,BR,N/A,Ghost Airport
Fazenda Bonanza Airport,BR,N/A,Ghost Airport
Fazenda Santa Teresa Airport,BR,N/A,Ghost Airport
Fazenda Samaúma Airport,BR,N/A,Ghost Airport
Fazenda Barra Mansa Airstrip,BR,N/A,Ghost Airport
Fazenda Mata Porcos Heliport,BR,N/A,Ghost Airport
Joaquim Floriano Heliport,BR,N/A,Ghost Airport
Aldeia do Vale Heliport,BR,N/A,Ghost Airport
Luciano Peixoto Heliport,BR,N/A,Ghost Airport
Fazenda Continental Airport,BR,N/A,Ghost Airport
Fazenda Olho D`Água Airport,BR,N/A,Ghost Airport
Fazenda Cruzero I Airport,BR,N/A,Ghost Airport
Fazenda Jacarandá Airport,BR,N/A,Ghost Airport
Fazenda Nova Chapada Airport,BR,N/A,Ghost Airport
Fazenda Cruzeiro II Airport,BR,N/A,Ghost Airport
Helipark Pará,BR,N/A,Ghost Airport
PESA III Airport,BR,N/A,Ghost Airport
Fazenda São Francisco Airstrip,BR,N/A,Ghost Airport
Fazenda Santa Ada Airport,BR,N/A,Ghost Airport
Municipal Bom Futuro Airport,BR,LVR,Ghost Airport
Usina Trapiche Heliport,BR,N/A,Ghost Airport
New Century Heliport,BR,N/A,Ghost Airport
Fazenda Panamá Airport,BR,N/A,Ghost Airport
Parque Dom Pedro Heliport,BR,N/A,Ghost Airport
Do Gaúcho Airport,BR,N/A,Ghost Airport
O Estado de São Paulo Heliport,BR,N/A,Ghost Airport
Fazenda Regalito Airport,BR,N/A,Ghost Airport
Lojas Cem Heliport,BR,N/A,Ghost Airport
Aeroleve Aeródromo Privado Airport,BR,N/A,Ghost Airport
One Hundred Heliport,BR,N/A,Ghost Airport
Big Master Airport,BR,N/A,Ghost Airport
Fazenda Trêz Irmãos Airport,BR,SFV,Ghost Airport
BRPEC Agro-Pecuária Airport,BR,N/A,Ghost Airport
Locar Heliport,BR,N/A,Ghost Airport
Fazenda Metropolitana Airport,BR,N/A,Ghost Airport
PCH Parecis Airstrip,BR,N/A,Ghost Airport
Vila Gadelha Airport,BR,N/A,Ghost Airport
Fazenda Bonanza Airport,BR,N/A,Ghost Airport
Fazenda Piqui Airport,BR,N/A,Ghost Airport
Monumental Business Helipad,BR,N/A,Ghost Airport
Reseda Office Heliport,BR,N/A,Ghost Airport
Comandante Carlos Inácio Agnes Airport,BR,N/A,Ghost Airport
Fazenda Seis Palmas Airport,BR,N/A,Ghost Airport
Capinópolis - Aviação Agrícola Buttarello Ltda. Airport,BR,N/A,Ghost Airport
Tenente Lund Pressoto Airport,BR,FRC,Ghost Airport
Edifício Corporate Park Heliport,BR,N/A,Ghost Airport
Posto de Proteção Ambiental Santo André Airport,BR,N/A,Ghost Airport
Marques Plaza Hotel Heliport,BR,N/A,Ghost Airport
Fazenda Dois de Maio Airport,BR,N/A,Ghost Airport
Fazenda Reunidas Airport,BR,N/A,Ghost Airport
Fazenda Mutum Airport,BR,N/A,Ghost Airport
Fazenda Mata Velha Airport,BR,N/A,Ghost Airport
Fazenda Retiro do Cervo I Airport,BR,N/A,Ghost Airport
Fazenda Jangada Airport,BR,N/A,Ghost Airport
Fazenda Porto Oculto Airport,BR,N/A,Ghost Airport
Fazenda Primeiro de Maio Airport,BR,N/A,Ghost Airport
Fazenda Santa Cruz Airport,BR,N/A,Ghost Airport
Fazenda Surubim Airport,BR,N/A,Ghost Airport
Fazenda Osmarilia Airport,BR,N/A,Ghost Airport
Rancho Tandera Airstrip,BR,N/A,Ghost Airport
Fazenda Vista Alegre Airport,BR,N/A,Ghost Airport
Cristo Reis Airport,BR,N/A,Ghost Airport
Tubarão Heliport,BR,N/A,Ghost Airport
Ondina Heliport,BR,N/A,Ghost Airport
Ibar Heliport,BR,N/A,Ghost Airport
Fazenda São João Airport,BR,N/A,Ghost Airport
Fazenda Esperança Airport,BR,N/A,Ghost Airport
Fazenda Negrinha Airport,BR,N/A,Ghost Airport
Costão Heliport,BR,N/A,Ghost Airport
Fazenda Nova Holanda Airport,BR,N/A,Ghost Airport
Fazenda Santa Maria Airport,BR,N/A,Ghost Airport
Laranjal Airport,BR,N/A,Ghost Airport
Fazenda Recanto Airport,BR,N/A,Ghost Airport
Fazenda Santa Adélia Airport,BR,N/A,Ghost Airport
Fazenda Xerez Airport,BR,N/A,Ghost Airport
International Paper Luís Antônio Heliport,BR,N/A,Ghost Airport
Fazenda Nova Heliport,BR,N/A,Ghost Airport
Xanadu Airport,BR,N/A,Ghost Airport
Haras Mourão Airport,BR,N/A,Ghost Airport
Fazenda RVT Airstrip,BR,N/A,Ghost Airport
Fazenda Paraguaia Airstrip,BR,N/A,Ghost Airport
Fazenda Novo Mundo Airport,BR,N/A,Ghost Airport
Fazenda Lago Azul Airport,BR,N/A,Ghost Airport
Fazenda Primavera Airport,BR,N/A,Ghost Airport
Sítio do Carroção Heliport,BR,N/A,Ghost Airport
Fazenda Guanabara Airport,BR,N/A,Ghost Airport
Santo Expedito Airport,BR,N/A,Ghost Airport
Mocelin Airport,BR,N/A,Ghost Airport
Cauê-Ijaci Heliport,BR,N/A,Ghost Airport
Fazenda Pontal Airport,BR,N/A,Ghost Airport
Fazenda Água Doce do Pantanal Airport,BR,N/A,Ghost Airport
Fazenda Mato Alto Airport,BR,N/A,Ghost Airport
Fazenda São Miguel Airport,BR,N/A,Ghost Airport
Fazenda Santa Josefa Airport,BR,N/A,Ghost Airport
Fazenda Santa Vergínia Airport,BR,N/A,Ghost Airport
Hospital Alemão Osvaldo Cruz Helipad,BR,N/A,Ghost Airport
Fazenda Floresta Airport,BR,N/A,Ghost Airport
Haras MGC Heliport,BR,N/A,Ghost Airport
Fazenda Flores Airport,BR,N/A,Ghost Airport
Fazenda Jacobina Airstrip,BR,N/A,Ghost Airport
Fazenda São José Airstrip,BR,N/A,Ghost Airport
Fazenda Arraial Airstrip,BR,N/A,Ghost Airport
Aeroclube de São José do Rio Pardo Airport,BR,N/A,Ghost Airport
CAVU - Clube de Aviação Ultraleve Airport,BR,N/A,Ghost Airport
Vitória Hotel Residence Heliport,BR,N/A,Ghost Airport
